Chainage,Distance(m),UTM_X,UTM_Y,RL,Remarks,Bank
2600,18,793399,2488508,0.962,WL, 
2600,18,793399,2488507,0.662,Sounding, 
2600,21,793397,2488505,0.452,Sounding, 
2600,23,793396,2488504,0.202,Sounding, 
2600,25,793394,2488503,-0.928,Sounding, 
2600,28,793392,2488501,-1.638,Sounding, 
2600,32,793389,2488498,-0.35,Bathy, 
2600,34,793387,2488497,-1.76,Bathy, 
2600,37,793385,2488494,-2.74,Bathy, 
2600,40,793383,2488492,-3.52,Bathy, 
2600,43,793381,2488490,-4.79,Bathy, 
2600,47,793378,2488487,-5.8,Bathy, 
2600,50,793376,2488485,-6.97,Bathy, 
2600,53,793374,2488483,-7.88,Bathy, 
2600,59,793370,2488479,-9.14,Bathy, 
2600,63,793367,2488476,-10.49,Bathy, 
2600,66,793365,2488474,-12.06,Bathy, 
2600,71,793361,2488470,-13.39,Bathy, 
2600,77,793357,2488466,-14.43,Bathy, 
2600,81,793354,2488463,-14.95,Bathy, 
2600,86,793351,2488460,-15.32,Bathy, 
2600,91,793347,2488456,-15.38,Bathy, 
2600,95,793344,2488453,-15.41,Bathy, 
2600,100,793341,2488450,-15.3,Bathy, 
2600,103,793339,2488448,-15.24,Bathy, 
2600,107,793336,2488445,-15.13,Bathy, 
2600,111,793333,2488442,-15.02,Bathy, 
2600,115,793330,2488439,-14.81,Bathy, 
2600,117,793329,2488438,-14.63,Bathy, 
2600,120,793327,2488436,-14.45,Bathy, 
2600,122,793325,2488434,-14.29,Bathy, 
2600,127,793322,2488431,-14.12,Bathy, 
2600,131,793319,2488428,-13.92,Bathy, 
2600,136,793315,2488424,-13.77,Bathy, 
2600,141,793312,2488421,-13.58,Bathy, 
2600,146,793308,2488417,-13.38,Bathy, 
2600,151,793305,2488414,-13.2,Bathy, 
2600,157,793300,2488410,-12.98,Bathy, 
2600,163,793296,2488406,-12.89,Bathy, 
2600,170,793291,2488401,-12.47,Bathy, 
2600,176,793287,2488396,-12.31,Bathy, 
2600,182,793282,2488392,-12.13,Bathy, 
2600,190,793277,2488387,-11.84,Bathy, 
2600,194,793274,2488383,-11.59,Bathy, 
2600,200,793270,2488379,-11.37,Bathy, 
2600,207,793265,2488374,-11.13,Bathy, 
2600,214,793260,2488370,-10.83,Bathy, 
2600,219,793256,2488366,-10.56,Bathy, 
2600,226,793252,2488361,-10.25,Bathy, 
2600,232,793247,2488357,-10.14,Bathy, 
2600,238,793243,2488353,-9.68,Bathy, 
2600,243,793239,2488349,-9.36,Bathy, 
,,,,,,
2700,0,793299,2488601,1.601,Land,Bank
2700,3,793297,2488599,2.031,Land, 
2700,5,793295,2488598,2.631,Land, 
2700,8,793293,2488595,3.671,Land, 
2700,10,793292,2488594,3.961,Land, 
2700,13,793290,2488592,3.771,Land, 
2700,15,793289,2488590,3.521,Land, 
2700,18,793287,2488588,3.89,Land, 
2700,21,793285,2488586,2.501,Land, 
2700,22,793284,2488585,1.856,Land, 
2700,25,793282,2488583,1.491,Land, 
2700,27,793281,2488581,1.511,Land, 
2700,30,793279,2488579,2.391,Land, 
2700,33,793277,2488577,2.471,Land, 
2700,35,793275,2488575,2.391,RBT, 
2700,37,793274,2488574,2.091,Slope, 
2700,39,793273,2488572,1.664,Slope, 
2700,40,793272,2488571,0.986,WL, 
2700,41,793271,2488571,0.506,Sounding, 
2700,42,793271,2488570,0.196,Sounding, 
2700,45,793269,2488568,-0.513,Sounding, 
2700,46,793268,2488567,-1.014,Sounding, 
2700,51,793265,2488563,0.3,Bathy, 
2700,52,793264,2488563,0.1,Bathy, 
2700,52,793264,2488562,-0.14,Bathy, 
2700,54,793263,2488561,-0.95,Bathy, 
2700,55,793262,2488560,-2.04,Bathy, 
2700,57,793261,2488559,-2.66,Bathy, 
2700,60,793259,2488556,-2.6,Bathy, 
2700,62,793257,2488555,-2.65,Bathy, 
2700,64,793256,2488553,-4.62,Bathy, 
2700,66,793255,2488552,-6.06,Bathy, 
2700,69,793253,2488550,-6.91,Bathy, 
2700,72,793251,2488548,-8.04,Bathy, 
2700,74,793249,2488546,-9.3,Bathy, 
2700,77,793247,2488544,-10.3,Bathy, 
2700,81,793245,2488541,-11.3,Bathy, 
2700,83,793244,2488539,-11.99,Bathy, 
2700,86,793241,2488537,-12.77,Bathy, 
2700,90,793239,2488534,-13.44,Bathy, 
2700,93,793237,2488532,-14.07,Bathy, 
2700,96,793235,2488530,-14.6,Bathy, 
2700,99,793233,2488527,-15.14,Bathy, 
2700,103,793230,2488525,-15.68,Bathy, 
2700,107,793228,2488521,-16.22,Bathy, 
2700,110,793225,2488519,-16.56,Bathy, 
2700,115,793222,2488516,-16.42,Bathy, 
2700,118,793220,2488513,-16.31,Bathy, 
2700,122,793217,2488510,-16.16,Bathy, 
2700,127,793214,2488507,-16,Bathy, 
2700,130,793212,2488504,-15.66,Bathy, 
2700,135,793209,2488501,-15.39,Bathy, 
2700,139,793206,2488498,-15.25,Bathy, 
2700,142,793204,2488495,-15.13,Bathy, 
2700,146,793202,2488492,-14.92,Bathy, 
2700,151,793198,2488489,-14.74,Bathy, 
2700,156,793195,2488485,-14.59,Bathy, 
2700,161,793191,2488481,-14.35,Bathy, 
2700,166,793188,2488477,-14.24,Bathy, 
2700,173,793183,2488472,-14.03,Bathy, 
2700,180,793179,2488467,-13.85,Bathy, 
2700,186,793175,2488463,-13.75,Bathy, 
2700,192,793171,2488458,-13.73,Bathy, 
2700,199,793166,2488453,-13.61,Bathy, 
2700,205,793162,2488448,-13.6,Bathy, 
2700,211,793158,2488444,-13.51,Bathy, 
2700,217,793154,2488439,-13.31,Bathy, 
2700,224,793150,2488434,-13.3,Bathy, 
2700,229,793146,2488430,-13.13,Bathy, 
2700,236,793142,2488425,-13.06,Bathy, 
2700,243,793137,2488420,-12.94,Bathy, 
2700,249,793133,2488415,-12.72,Bathy, 
2700,254,793130,2488412,-12.45,Bathy, 
2700,259,793126,2488408,-11.98,Bathy, 
2700,266,793122,2488403,-11.71,Bathy, 
2700,268,793121,2488401,-11.26,Bathy, 
2700,272,793118,2488398,-10.89,Bathy, 
2700,273,793117,2488398,-10.46,Bathy, 
,,,,,,
2800,0,793172,2488645,2.376,Land,Bank
2800,5,793169,2488641,2.426,Land, 
2800,10,793166,2488637,2.476,Land, 
2800,15,793163,2488633,2.486,Land, 
2800,20,793160,2488629,2.506,Land, 
2800,23,793158,2488627,2.546,Land, 
2800,26,793156,2488625,2.636,Land, 
2800,28,793155,2488623,2.727,RBT, 
2800,29,793154,2488622,1.816,Slope, 
2800,31,793153,2488621,0.996,WL, 
2800,31,793153,2488620,0.356,Sounding, 
2800,32,793152,2488620,-0.004,Sounding, 
2800,33,793151,2488619,-1.004,Sounding, 
2800,34,793151,2488618,-1.594,Sounding, 
2800,36,793150,2488617,-1.704,Sounding, 
2800,42,793146,2488612,-4.67,Bathy, 
2800,47,793143,2488608,-6.18,Bathy, 
2800,51,793140,2488605,-8.06,Bathy, 
2800,53,793139,2488603,-10.92,Bathy, 
2800,58,793136,2488600,-13.08,Bathy, 
2800,63,793133,2488596,-14.94,Bathy, 
2800,66,793131,2488593,-15.99,Bathy, 
2800,70,793128,2488590,-16.17,Bathy, 
2800,77,793124,2488585,-16.27,Bathy, 
2800,80,793122,2488582,-16.37,Bathy, 
2800,85,793119,2488579,-16.47,Bathy, 
2800,87,793117,2488577,-16.57,Bathy, 
2800,90,793116,2488574,-16.67,Bathy, 
2800,93,793114,2488572,-16.74,Bathy, 
2800,96,793112,2488570,-16.73,Bathy, 
2800,97,793111,2488569,-16.55,Bathy, 
2800,100,793110,2488567,-16.35,Bathy, 
2800,102,793109,2488565,-16.16,Bathy, 
2800,103,793108,2488564,-15.96,Bathy, 
2800,107,793105,2488562,-15.77,Bathy, 
2800,110,793104,2488559,-15.93,Bathy, 
2800,114,793101,2488556,-15.98,Bathy, 
2800,117,793099,2488554,-16.05,Bathy, 
2800,120,793097,2488551,-16.06,Bathy, 
2800,123,793095,2488549,-16.05,Bathy, 
2800,128,793092,2488545,-16.1,Bathy, 
2800,131,793090,2488543,-15.97,Bathy, 
2800,134,793088,2488540,-15.98,Bathy, 
2800,136,793087,2488539,-15.94,Bathy, 
2800,139,793085,2488536,-15.93,Bathy, 
2800,141,793084,2488535,-15.93,Bathy, 
2800,144,793082,2488533,-15.95,Bathy, 
2800,146,793081,2488531,-15.87,Bathy, 
2800,147,793080,2488530,-15.86,Bathy, 
2800,149,793079,2488529,-15.76,Bathy, 
2800,151,793078,2488527,-15.69,Bathy, 
2800,154,793076,2488525,-15.67,Bathy, 
2800,155,793075,2488524,-15.63,Bathy, 
2800,159,793073,2488521,-15.59,Bathy, 
2800,163,793070,2488518,-15.58,Bathy, 
2800,165,793069,2488516,-15.49,Bathy, 
2800,169,793066,2488513,-15.5,Bathy, 
2800,173,793064,2488510,-15.54,Bathy, 
2800,176,793062,2488507,-15.56,Bathy, 
2800,182,793058,2488503,-15.63,Bathy, 
2800,186,793056,2488500,-15.68,Bathy, 
2800,190,793053,2488497,-15.78,Bathy, 
2800,195,793050,2488493,-15.84,Bathy, 
2800,198,793048,2488490,-15.9,Bathy, 
2800,203,793045,2488487,-16,Bathy, 
2800,206,793043,2488484,-16.1,Bathy, 
2800,211,793040,2488481,-16.11,Bathy, 
2800,215,793038,2488477,-16.11,Bathy, 
2800,220,793035,2488473,-16.05,Bathy, 
2800,224,793032,2488470,-15.96,Bathy, 
2800,229,793029,2488466,-15.75,Bathy, 
2800,234,793026,2488462,-15.43,Bathy, 
2800,240,793022,2488458,-15.02,Bathy, 
2800,245,793019,2488454,-14.47,Bathy, 
2800,249,793016,2488451,-13.77,Bathy, 
2800,254,793013,2488447,-13.05,Bathy, 
2800,259,793010,2488443,-12.38,Bathy, 
,,,,,,
2900,0,793064,2488683,1.712,Land,Bank
2900,5,793061,2488679,1.852,Land, 
2900,8,793059,2488677,1.912,Land, 
2900,11,793057,2488675,1.922,Land, 
2900,13,793055,2488673,2.142,Land, 
2900,16,793054,2488671,2.112,Land, 
2900,18,793052,2488669,2.048,RBT, 
2900,18,793052,2488669,1.854,Slope, 
2900,20,793051,2488668,1.491,Slope, 
2900,21,793050,2488667,1.061,WL, 
2900,22,793050,2488666,0.601,Sounding, 
2900,23,793049,2488665,0.271,Sounding, 
2900,24,793048,2488665,0.111,Sounding, 
2900,25,793048,2488664,-0.139,Sounding, 
2900,26,793047,2488663,-1.139,Sounding, 
2900,33,793044,2488657,-3.36,Bathy, 
2900,33,793045,2488656,-2.17,Bathy, 
2900,34,793042,2488657,-4,Bathy, 
2900,35,793041,2488656,-4.51,Bathy, 
2900,38,793039,2488654,-5.66,Bathy, 
2900,40,793038,2488652,-7.48,Bathy, 
2900,42,793035,2488652,-8.79,Bathy, 
2900,45,793034,2488649,-10.11,Bathy, 
2900,50,793031,2488646,-11.42,Bathy, 
2900,52,793029,2488645,-12.96,Bathy, 
2900,55,793028,2488642,-15,Bathy, 
2900,57,793027,2488639,-15.39,Bathy, 
2900,61,793025,2488636,-16.19,Bathy, 
2900,65,793023,2488633,-17.01,Bathy, 
2900,68,793021,2488630,-17.6,Bathy, 
2900,72,793019,2488627,-18.14,Bathy, 
2900,76,793016,2488624,-18.37,Bathy, 
2900,80,793013,2488621,-18.43,Bathy, 
2900,84,793012,2488617,-18.5,Bathy, 
2900,88,793010,2488614,-18.65,Bathy, 
2900,93,793008,2488609,-18.39,Bathy, 
2900,97,793006,2488605,-18.13,Bathy, 
2900,102,793004,2488600,-18.02,Bathy, 
2900,107,793001,2488596,-17.83,Bathy, 
2900,113,792997,2488592,-17.74,Bathy, 
2900,118,792993,2488589,-17.56,Bathy, 
2900,123,792989,2488585,-17.32,Bathy, 
2900,128,792986,2488581,-17.28,Bathy, 
2900,133,792983,2488577,-17.04,Bathy, 
2900,138,792980,2488573,-16.96,Bathy, 
2900,144,792978,2488568,-16.92,Bathy, 
2900,149,792975,2488563,-16.87,Bathy, 
2900,154,792972,2488559,-16.94,Bathy, 
2900,159,792969,2488555,-16.89,Bathy, 
2900,164,792966,2488552,-16.91,Bathy, 
2900,168,792962,2488549,-17.08,Bathy, 
2900,173,792959,2488546,-17.24,Bathy, 
2900,178,792955,2488542,-17.39,Bathy, 
2900,184,792951,2488538,-17.67,Bathy, 
2900,189,792947,2488535,-18.01,Bathy, 
2900,194,792943,2488531,-18.33,Bathy, 
2900,199,792940,2488527,-18.5,Bathy, 
2900,205,792936,2488523,-18.33,Bathy, 
2900,210,792933,2488519,-18.07,Bathy, 
2900,213,792931,2488516,-17.73,Bathy, 
2900,219,792927,2488512,-17.37,Bathy, 
2900,223,792924,2488509,-16.98,Bathy, 
2900,228,792920,2488506,-16.68,Bathy, 
2900,233,792916,2488503,-16.21,Bathy, 
2900,236,792913,2488501,-15.48,Bathy, 
2900,241,792907,2488500,-14.86,Bathy, 
2900,244,792906,2488497,-14.53,Bathy, 
2900,246,792904,2488496,-14.28,Bathy, 
2900,249,792903,2488493,-14.13,Bathy, 
2900,253,792901,2488490,-14.04,Bathy, 
2900,256,792900,2488486,-13.81,Bathy, 
2900,259,792899,2488483,-13.43,Bathy, 
2900,262,792899,2488479,-12.89,Bathy, 
2900,266,792900,2488474,-11.75,Bathy, 
2900,268,792902,2488470,-10.17,Bathy, 
2900,272,792899,2488467,-8.85,Bathy, 
,,,,,,
3000,0,792961,2488756,3.243,Land,Bank
3000,3,792960,2488753,3.323,Land, 
3000,6,792958,2488751,3.103,Land, 
3000,8,792957,2488749,2.713,Land, 
3000,11,792955,2488747,2.683,Land, 
3000,13,792954,2488745,2.633,Land, 
3000,16,792952,2488743,2.443,Land, 
3000,17,792952,2488742,2.173,RBT, 
3000,18,792951,2488741,1.07,WL, 
3000,19,792951,2488740,0.48,Sounding, 
3000,20,792950,2488739,0.21,Sounding, 
3000,21,792950,2488738,-0.13,Sounding, 
3000,22,792949,2488738,-1.07,Sounding, 
3000,30,792955,2488727,-2.75,Bathy, 
3000,31,792953,2488726,-3.87,Bathy, 
3000,33,792950,2488725,-5.63,Bathy, 
3000,35,792948,2488723,-6.91,Bathy, 
3000,38,792945,2488722,-7.56,Bathy, 
3000,40,792941,2488721,-9.39,Bathy, 
3000,43,792939,2488719,-11.05,Bathy, 
3000,45,792939,2488717,-12.71,Bathy, 
3000,48,792937,2488714,-14.38,Bathy, 
3000,51,792935,2488712,-15.03,Bathy, 
3000,52,792934,2488711,-15.73,Bathy, 
3000,57,792932,2488707,-15.89,Bathy, 
3000,61,792930,2488704,-15.99,Bathy, 
3000,64,792928,2488701,-16.54,Bathy, 
3000,68,792926,2488698,-16.68,Bathy, 
3000,73,792923,2488694,-16.88,Bathy, 
3000,76,792921,2488691,-16.83,Bathy, 
3000,80,792919,2488688,-16.83,Bathy, 
3000,84,792916,2488685,-16.82,Bathy, 
3000,89,792913,2488681,-16.65,Bathy, 
3000,92,792912,2488678,-16.7,Bathy, 
3000,96,792910,2488675,-16.92,Bathy, 
3000,100,792908,2488671,-16.98,Bathy, 
3000,105,792906,2488667,-17.06,Bathy, 
3000,109,792904,2488663,-17.18,Bathy, 
3000,114,792902,2488659,-17.27,Bathy, 
3000,117,792900,2488656,-17.29,Bathy, 
3000,122,792898,2488652,-17.19,Bathy, 
3000,126,792896,2488648,-17.24,Bathy, 
3000,130,792893,2488645,-17.13,Bathy, 
3000,134,792890,2488642,-17.17,Bathy, 
3000,139,792887,2488638,-17.18,Bathy, 
3000,145,792884,2488633,-17.11,Bathy, 
3000,149,792881,2488630,-17.03,Bathy, 
3000,153,792881,2488625,-17,Bathy, 
3000,158,792880,2488620,-16.88,Bathy, 
3000,164,792878,2488614,-17.05,Bathy, 
3000,168,792877,2488610,-17.2,Bathy, 
3000,172,792876,2488606,-17.46,Bathy, 
3000,176,792874,2488603,-17.67,Bathy, 
3000,182,792869,2488599,-18,Bathy, 
3000,186,792865,2488597,-18.34,Bathy, 
3000,190,792861,2488594,-18.69,Bathy, 
3000,194,792857,2488592,-18.95,Bathy, 
3000,199,792853,2488589,-19.25,Bathy, 
3000,204,792848,2488586,-19.46,Bathy, 
3000,209,792845,2488582,-19.52,Bathy, 
3000,215,792841,2488578,-19.7,Bathy, 
3000,220,792838,2488574,-19.9,Bathy, 
3000,224,792837,2488569,-20.15,Bathy, 
3000,230,792834,2488564,-20.26,Bathy, 
3000,234,792833,2488560,-20.17,Bathy, 
3000,237,792833,2488557,-20.06,Bathy, 
3000,242,792830,2488553,-19.53,Bathy, 
3000,245,792826,2488551,-18.57,Bathy, 
3000,250,792822,2488548,-17.41,Bathy, 
3000,256,792816,2488545,-15.56,Bathy, 
3000,262,792813,2488540,-13.72,Bathy, 
3000,267,792811,2488535,-11.87,Bathy, 
3000,272,792809,2488531,-10.38,Bathy, 
3000,275,792808,2488527,-9.09,Bathy, 
3000,277,792806,2488526,-8.18,Bathy, 
3000,280,792805,2488524,-7.35,Bathy, 
3000,282,792803,2488522,-6.72,Bathy, 
3000,286,792799,2488520,-6.26,Bathy, 
3000,289,792796,2488519,-5.91,Bathy, 
3000,290,792793,2488520,-5.65,Bathy, 
3000,292,792790,2488519,-5.33,Bathy, 
3000,294,792788,2488518,-4.69,Bathy, 
3000,298,792786,2488515,-4.3,Bathy, 
3000,306,792781,2488509,-3.85,Bathy, 
3000,309,792780,2488506,-3.25,Bathy, 
3000,312,792778,2488503,-2.92,Bathy, 
3000,314,792777,2488502,-2.51,Bathy, 
3000,315,792776,2488501,-2.13,Bathy, 
3000,316,792774,2488501,-1.68,Bathy, 
3000,319,792771,2488500,-1.32,Bathy, 
3000,319,792769,2488501,-1.05,Bathy, 
3000,320,792766,2488502,-0.87,Bathy, 
,,,,,,
3100,0,792876,2488827,2.214,Land,Bank
3100,2,792875,2488825,2.194,Land, 
3100,6,792873,2488822,1.984,Land, 
3100,7,792873,2488821,1.904,Land, 
3100,8,792872,2488820,2.204,Land, 
3100,10,792871,2488818,3.054,RBT, 
3100,13,792869,2488816,2.054,Slope, 
3100,14,792869,2488815,1.594,Slope, 
3100,15,792868,2488814,1.123,WL, 
3100,17,792867,2488813,0.623,Sounding, 
3100,17,792867,2488812,0.403,Sounding, 
3100,19,792866,2488811,0.253,Sounding, 
3100,20,792866,2488810,0.123,Sounding, 
3100,20,792865,2488810,0.023,Sounding, 
3100,21,792865,2488809,-0.427,Sounding, 
3100,22,792864,2488808,-0.977,Sounding, 
3100,30,792856,2488804,-6.88,Bathy, 
3100,32,792854,2488804,-8.22,Bathy, 
3100,35,792851,2488803,-9.25,Bathy, 
3100,38,792848,2488802,-10.97,Bathy, 
3100,41,792845,2488800,-12.47,Bathy, 
3100,45,792844,2488796,-13.42,Bathy, 
3100,47,792842,2488794,-14.04,Bathy, 
3100,50,792839,2488793,-14.29,Bathy, 
3100,53,792838,2488790,-14.63,Bathy, 
3100,57,792837,2488786,-14.82,Bathy, 
3100,60,792836,2488782,-14.94,Bathy, 
3100,65,792833,2488778,-15.01,Bathy, 
3100,70,792831,2488774,-15.17,Bathy, 
3100,75,792829,2488769,-15.32,Bathy, 
3100,78,792827,2488766,-15.38,Bathy, 
3100,83,792825,2488762,-15.34,Bathy, 
3100,91,792821,2488755,-15.53,Bathy, 
3100,94,792819,2488752,-15.85,Bathy, 
3100,97,792818,2488749,-15.73,Bathy, 
3100,100,792818,2488746,-15.72,Bathy, 
3100,103,792818,2488742,-15.63,Bathy, 
3100,106,792817,2488739,-15.99,Bathy, 
3100,110,792815,2488736,-15.85,Bathy, 
3100,114,792813,2488732,-15.89,Bathy, 
3100,119,792810,2488728,-16.28,Bathy, 
3100,122,792807,2488726,-16.6,Bathy, 
3100,127,792803,2488723,-16.85,Bathy, 
3100,131,792803,2488718,-17.13,Bathy, 
3100,135,792801,2488715,-17.28,Bathy, 
3100,139,792799,2488711,-17.13,Bathy, 
3100,143,792799,2488707,-16.99,Bathy, 
3100,148,792798,2488701,-16.91,Bathy, 
3100,152,792797,2488697,-16.96,Bathy, 
3100,156,792797,2488693,-16.98,Bathy, 
3100,158,792796,2488691,-16.93,Bathy, 
3100,161,792794,2488689,-16.91,Bathy, 
3100,164,792791,2488687,-17.03,Bathy, 
3100,167,792788,2488685,-17.32,Bathy, 
3100,171,792786,2488682,-17.57,Bathy, 
3100,175,792782,2488679,-17.79,Bathy, 
3100,179,792780,2488676,-17.8,Bathy, 
3100,183,792778,2488673,-17.93,Bathy, 
3100,187,792776,2488669,-18.19,Bathy, 
3100,191,792774,2488665,-18.42,Bathy, 
3100,196,792773,2488660,-18.65,Bathy, 
3100,200,792772,2488656,-18.77,Bathy, 
3100,206,792768,2488652,-18.76,Bathy, 
3100,210,792765,2488649,-19.09,Bathy, 
3100,215,792762,2488645,-19.2,Bathy, 
3100,220,792759,2488641,-18.97,Bathy, 
3100,226,792756,2488636,-17.74,Bathy, 
3100,231,792754,2488631,-16.35,Bathy, 
,,,,,,
3200,0,792805,2488904,2.801,Land,Bank
3200,4,792803,2488900,3.051,Land, 
3200,7,792802,2488898,2.481,Land, 
3200,10,792800,2488895,2.211,RBT, 
3200,13,792799,2488893,2.071,Slope, 
3200,15,792798,2488891,1.891,Slope, 
3200,17,792796,2488889,1.781,Slope, 
3200,19,792795,2488888,1.597,Slope, 
3200,20,792795,2488887,1.233,WL, 
3200,21,792794,2488886,0.733,Sounding, 
3200,22,792794,2488885,0.543,Sounding, 
3200,23,792793,2488884,0.323,Sounding, 
3200,23,792793,2488884,-0.107,Sounding, 
3200,25,792792,2488883,-0.567,Sounding, 
3200,29,792800,2488875,-0.61,Bathy, 
3200,30,792798,2488875,-1.6,Bathy, 
3200,32,792798,2488873,-1.91,Bathy, 
3200,34,792796,2488871,-3.27,Bathy, 
3200,36,792794,2488870,-4.55,Bathy, 
3200,38,792793,2488868,-5.61,Bathy, 
3200,41,792791,2488865,-6.62,Bathy, 
3200,44,792789,2488863,-7.61,Bathy, 
3200,46,792788,2488861,-9.09,Bathy, 
3200,50,792786,2488858,-10.29,Bathy, 
3200,53,792784,2488855,-11.28,Bathy, 
3200,56,792783,2488852,-11.87,Bathy, 
3200,60,792781,2488849,-12.68,Bathy, 
3200,64,792779,2488846,-13.42,Bathy, 
3200,67,792778,2488843,-13.75,Bathy, 
3200,70,792776,2488840,-14.22,Bathy, 
3200,73,792774,2488838,-14.12,Bathy, 
3200,76,792771,2488836,-14.15,Bathy, 
3200,80,792768,2488833,-14.2,Bathy, 
3200,86,792765,2488828,-14.22,Bathy, 
3200,90,792762,2488825,-14.41,Bathy, 
3200,95,792759,2488821,-14.62,Bathy, 
3200,99,792757,2488817,-14.77,Bathy, 
3200,104,792755,2488813,-14.89,Bathy, 
3200,109,792752,2488809,-15.02,Bathy, 
3200,114,792749,2488805,-15.52,Bathy, 
3200,120,792746,2488799,-15.74,Bathy, 
3200,125,792743,2488795,-15.75,Bathy, 
3200,129,792741,2488792,-15.98,Bathy, 
3200,133,792739,2488788,-16.3,Bathy, 
3200,137,792738,2488784,-16.82,Bathy, 
3200,142,792735,2488781,-17.62,Bathy, 
3200,145,792733,2488778,-18.58,Bathy, 
3200,150,792730,2488774,-19.53,Bathy, 
3200,154,792727,2488771,-21.22,Bathy, 
3200,159,792723,2488768,-21.4,Bathy, 
3200,162,792721,2488765,-21.54,Bathy, 
3200,167,792719,2488761,-19.88,Bathy, 
3200,170,792717,2488758,-17.25,Bathy, 
3200,176,792713,2488754,-15.3,Bathy, 
3200,181,792711,2488749,-15.24,Bathy, 
3200,186,792709,2488745,-15.15,Bathy, 
3200,190,792706,2488742,-15.12,Bathy, 
3200,194,792704,2488738,-15.05,Bathy, 
3200,199,792702,2488734,-14.94,Bathy, 
3200,203,792699,2488731,-14.81,Bathy, 
3200,207,792696,2488728,-14.87,Bathy, 
3200,212,792693,2488724,-15,Bathy, 
3200,216,792691,2488721,-15.06,Bathy, 
3200,221,792688,2488717,-14.95,Bathy, 
3200,225,792685,2488714,-15.06,Bathy, 
3200,230,792682,2488710,-15.18,Bathy, 
3200,236,792679,2488705,-14.93,Bathy, 
3200,240,792675,2488702,-14.36,Bathy, 
3200,244,792672,2488700,-14.13,Bathy, 
3200,247,792670,2488697,-13.94,Bathy, 
3200,251,792667,2488694,-13.77,Bathy, 
3200,254,792667,2488691,-13.48,Bathy, 
3200,258,792667,2488686,-13.46,Bathy, 
3200,261,792669,2488681,-13.18,Bathy, 
,,,,,,
3300,0,792747,2488974,3.644,Land,Bank
3300,3,792745,2488972,3.724,Land, 
3300,5,792744,2488970,3.904,Land, 
3300,7,792743,2488968,3.344,Land, 
3300,10,792741,2488966,2.854,Land, 
3300,12,792740,2488964,2.994,Land, 
3300,14,792739,2488962,1.754,Land, 
3300,14,792739,2488962,1.954,Land, 
3300,17,792738,2488960,2.456,RBT, 
3300,19,792736,2488958,1.694,Slope, 
3300,20,792736,2488957,1.288,WL, 
3300,21,792735,2488957,0.848,Sounding, 
3300,22,792735,2488956,0.588,Sounding, 
3300,23,792734,2488955,0.338,Sounding, 
3300,24,792734,2488954,0.088,Sounding, 
3300,25,792733,2488953,-0.192,Sounding, 
3300,33,792732,2488945,-6.57,Bathy, 
3300,35,792729,2488944,-7.76,Bathy, 
3300,37,792726,2488943,-8.91,Bathy, 
3300,40,792723,2488942,-10.37,Bathy, 
3300,43,792718,2488942,-11.12,Bathy, 
3300,47,792714,2488941,-10.76,Bathy, 
3300,49,792711,2488941,-11.67,Bathy, 
3300,52,792709,2488938,-12.39,Bathy, 
3300,56,792707,2488935,-13.04,Bathy, 
3300,59,792706,2488932,-13.5,Bathy, 
3300,62,792704,2488930,-13.78,Bathy, 
3300,63,792704,2488928,-14.02,Bathy, 
3300,66,792703,2488925,-14.2,Bathy, 
3300,69,792702,2488922,-14.6,Bathy, 
3300,72,792701,2488919,-14.77,Bathy, 
3300,75,792699,2488916,-15.02,Bathy, 
3300,79,792697,2488913,-15.01,Bathy, 
3300,83,792696,2488909,-14.69,Bathy, 
3300,86,792695,2488905,-14.64,Bathy, 
3300,90,792693,2488902,-14.67,Bathy, 
3300,93,792692,2488899,-14.7,Bathy, 
3300,98,792689,2488895,-14.72,Bathy, 
3300,102,792686,2488892,-14.76,Bathy, 
3300,106,792684,2488889,-14.6,Bathy, 
3300,109,792682,2488886,-14.56,Bathy, 
3300,113,792680,2488883,-14.63,Bathy, 
3300,117,792678,2488880,-14.72,Bathy, 
3300,120,792675,2488878,-14.61,Bathy, 
3300,125,792671,2488875,-14.61,Bathy, 
3300,130,792667,2488872,-14.59,Bathy, 
3300,133,792664,2488870,-14.6,Bathy, 
3300,136,792661,2488868,-14.66,Bathy, 
3300,140,792657,2488867,-14.53,Bathy, 
3300,142,792655,2488866,-14.55,Bathy, 
3300,143,792653,2488866,-14.53,Bathy, 
3300,145,792651,2488865,-14.54,Bathy, 
3300,149,792650,2488861,-14.51,Bathy, 
3300,152,792648,2488859,-14.53,Bathy, 
3300,156,792646,2488855,-14.56,Bathy, 
3300,159,792645,2488852,-14.56,Bathy, 
3300,161,792645,2488849,-14.66,Bathy, 
3300,165,792644,2488845,-14.68,Bathy, 
3300,169,792642,2488841,-15.04,Bathy, 
3300,173,792641,2488837,-15.46,Bathy, 
3300,178,792639,2488832,-15.95,Bathy, 
3300,181,792638,2488829,-16.02,Bathy, 
3300,184,792639,2488825,-15.98,Bathy, 
3300,189,792637,2488820,-15.34,Bathy, 
3300,192,792636,2488817,-14.88,Bathy, 
3300,196,792633,2488814,-14.15,Bathy, 
3300,201,792632,2488809,-13.9,Bathy, 
3300,206,792630,2488805,-13.68,Bathy, 
3300,209,792628,2488802,-13.58,Bathy, 
3300,214,792626,2488798,-13.49,Bathy, 
3300,218,792623,2488795,-13.34,Bathy, 
3300,222,792621,2488791,-13.25,Bathy, 
