,run_line_name,X1,Y1,X2,Y2
320,B_BDS_R4_16,717478.2302399991,2646413.815022537,717267.9151250633,2646067.382968643
321,B_BDS_R4_17,717496.8479867456,2646406.5088945553,717284.7600316259,2646057.15660991
322,B_BDS_R4_18,717515.4657334922,2646399.202766574,717301.6049381883,2646046.930251177
323,B_BDS_R4_19,717534.0834802387,2646391.8966385922,717318.4498447509,2646036.703892444
324,B_BDS_R4_20,717552.7012269852,2646384.590510611,717335.2947513133,2646026.4775337107
325,B_BDS_R4_21,717571.3189737318,2646377.284382629,717352.139657876,2646016.2511749775
326,B_BDS_R4_22,717589.9367204783,2646369.978254648,717368.9845644385,2646006.0248162444
327,B_BDS_R4_23,717608.5544672249,2646362.6721266666,717385.8294710008,2645995.7984575112
328,B_BDS_R4_24,717627.1722139714,2646355.365998685,717402.6743775634,2645985.572098778
329,B_BDS_R4_25,717645.7899607179,2646348.0598707036,717419.5192841259,2645975.345740045
330,B_BDS_R4_26,717664.4077074644,2646340.753742722,717436.3641906885,2645965.119381312
331,B_BDS_R4_27,717683.025454211,2646333.4476147406,717453.209097251,2645954.8930225787
332,B_BDS_R4_28,717701.6432009576,2646326.141486759,717470.0540038137,2645944.6666638455
333,B_BDS_R4_29,717720.2609477041,2646318.8353587775,717486.898910376,2645934.4403051124
334,B_BDS_R4_30,717738.8786944506,2646311.5292307963,717503.7438169385,2645924.2139463793
335,B_BDS_R4_31,717757.4964411971,2646304.2231028145,717520.5887235011,2645913.987587646
336,B_BDS_R4_32,717776.1141879436,2646296.9169748332,717537.4336300634,2645903.761228913
337,B_BDS_R4_33,717794.7319346903,2646289.6108468515,717554.2785366261,2645893.53487018
338,B_BDS_R4_34,717813.3496814368,2646282.30471887,717571.1234431886,2645883.3085114467
339,B_BDS_R4_35,717831.9674281833,2646274.9985908885,717587.9683497512,2645873.082152713
340,B_BDS_R4_36,717850.5851749298,2646267.692462907,717604.8132563136,2645862.8557939804
341,B_BDS_R4_37,717869.2029216763,2646260.386334926,717621.658162876,2645852.6294352473
342,B_BDS_R4_38,717887.820668423,2646253.080206944,717638.5030694387,2645842.4030765137
343,B_BDS_R4_39,717906.4384151695,2646245.774078963,717655.3479760011,2645832.176717781
344,B_BDS_R4_40,717925.056161916,2646238.467950981,717672.1928825638,2645821.9503590474
345,B_BDS_R4_41,717943.6739086625,2646231.161823,717689.0377891262,2645811.7240003147
346,B_BDS_R4_42,717962.291655409,2646223.855695018,717705.8826956887,2645801.497641581
347,B_BDS_R5_1,717013.9697582556,2646221.550426323,717198.964038801,2646523.406942259
348,B_BDS_R5_2,717031.0659164423,2646211.171535474,717198.964038801,2646523.406942259
349,B_BDS_R5_3,717048.162074629,2646200.7926446246,717198.964038801,2646523.406942259
350,B_BDS_R5_4,717065.2582328155,2646190.413753776,717198.964038801,2646523.406942259
351,B_BDS_R5_5,717082.3543910022,2646180.0348629267,717214.6826051672,2646517.2385342815
352,B_BDS_R5_6,717099.4505491889,2646169.6559720775,717233.026738447,2646510.0397799276
353,B_BDS_R5_7,717116.5467073756,2646159.2770812283,717251.370871727,2646502.8410255737
354,B_BDS_R5_8,717133.6428655621,2646148.8981903796,717269.7150050068,2646495.6422712198
355,B_BDS_R5_9,717150.7390237488,2646138.5192995304,717288.0591382866,2646488.443516866
356,B_BDS_R5_10,717167.8351819355,2646128.1404086812,717306.4032715666,2646481.244762512
357,B_BDS_R5_11,717184.9313401221,2646117.761517832,717324.7474048466,2646474.0460081575
358,B_BDS_R5_12,717202.0274983088,2646107.382626983,717343.0915381265,2646466.8472538036
359,B_BDS_R5_13,717219.1236564954,2646097.003736134,717361.4356714062,2646459.6484994497
360,B_BDS_R5_14,717236.219814682,2646086.624845285,717379.7798046862,2646452.449745096
361,B_BDS_R5_15,717253.3159728687,2646076.245954436,717398.1239379661,2646445.250990742
362,B_BDS_R5_16,717270.4121310554,2646065.8670635866,717416.468071246,2646438.052236388
363,B_BDS_R5_17,717287.508289242,2646055.488172738,717434.8122045258,2646430.853482034
364,B_BDS_R5_18,717304.6044474286,2646045.1092818887,717453.1563378057,2646423.65472768
365,B_BDS_R5_19,717321.7006056153,2646034.7303910395,717471.5004710857,2646416.455973326
366,B_BDS_R5_20,717338.796763802,2646024.3515001903,717489.8446043656,2646409.2572189723
367,B_BDS_R5_21,717355.8929219886,2646013.972609341,717508.1887376455,2646402.0584646184
368,B_BDS_R5_22,717372.9890801752,2646003.5937184924,717526.5328709253,2646394.8597102645
369,B_BDS_R5_23,717390.0852383618,2645993.2148276432,717544.8770042051,2646387.6609559106
370,B_BDS_R5_24,717407.1813965485,2645982.835936794,717563.2211374851,2646380.4622015567
371,B_BDS_R5_25,717424.2775547352,2645972.457045945,717581.5652707651,2646373.2634472027
372,B_BDS_R5_26,717441.3737129219,2645962.078155096,717599.9094040449,2646366.064692849
373,B_BDS_R5_27,717458.4698711084,2645951.699264247,717618.2535373247,2646358.865938495
374,B_BDS_R5_28,717475.5660292951,2645941.320373398,717636.5976706047,2646351.6671841405
375,B_BDS_R5_29,717492.6621874818,2645930.9414825486,717654.9418038846,2646344.4684297866
376,B_BDS_R5_30,717509.7583456684,2645920.5625916994,717673.2859371646,2646337.2696754327
377,B_BDS_R5_31,717526.8545038551,2645910.1837008507,717691.6300704444,2646330.070921079
378,B_BDS_R5_32,717543.9506620417,2645899.8048100015,717709.9742037242,2646322.872166725
379,B_BDS_R5_33,717561.0468202283,2645889.4259191523,717728.3183370042,2646315.673412371
380,B_BDS_R5_34,717578.142978415,2645879.047028303,717746.6624702842,2646308.474658017
381,B_BDS_R5_35,717595.2391366017,2645868.6681374544,717765.0066035639,2646301.275903663
382,B_BDS_R5_36,717612.3352947882,2645858.2892466052,717783.3507368438,2646294.077149309
383,B_BDS_R5_37,717629.4314529749,2645847.910355756,717801.6948701238,2646286.8783949553
384,B_BDS_R5_38,717646.5276111616,2645837.531464907,717820.0390034036,2646279.6796406014
385,B_BDS_R5_39,717663.6237693483,2645827.1525740577,717838.3831366836,2646272.4808862475
386,B_BDS_R5_40,717680.7199275349,2645816.773683209,717856.7272699634,2646265.2821318936
387,B_BDS_R5_41,717697.8160857215,2645806.39479236,717875.0714032432,2646258.0833775396
388,B_BDS_R5_42,717714.9122439082,2645796.0159015106,717893.4155365232,2646250.8846231857
389,B_BDS_R5_43,717732.0084020948,2645785.6370106614,717911.7596698032,2646243.6858688314
390,B_BDS_R5_44,717749.1045602815,2645775.2581198127,717930.103803083,2646236.4871144774
